,audio_time,sampling_rate,feature_extraction,label,description
771,"[-0.00016785 -0.00024414 -0.00015259 ... -0.00021362 -0.00012207
 -0.00033569]",22050,"[[-13.86373617 -13.64569241   1.41983551 ...   0.92779775  -0.0195856
   -0.1691528 ]
 [-13.75420979 -13.46925541   0.46145136 ...   1.10949664  -0.14372538
    0.46733484]
 [-13.5444454  -13.2174251    0.59801117 ...   0.16540402  -0.31704893
   -0.3701664 ]
 ...
 [-14.18957105 -11.24507701   1.98608774 ...   1.77509728   1.22141771
   -0.17595744]
 [-13.9617313  -12.1650093    2.41922491 ...   1.75012061   1.7180842
   -0.12521242]
 [-13.61186068 -12.00154319   3.25963399 ...  -0.15134592   0.64453903
   -0.66573791]]",38,บวบ
772,"[ 1.5258789e-05 -6.1035156e-05 -1.5258789e-05 ... -6.1035156e-05
  4.5776367e-05 -4.5776367e-05]",22050,"[[-13.85941582 -11.27336396   2.79729751 ...  -0.84025668   0.47839796
    0.52221076]
 [-13.81025127 -10.44496098   1.99452348 ...   1.1609427    2.24258065
    1.8716319 ]
 [-13.8254836  -10.15236159   3.04094358 ...   0.48385864   0.22735215
   -0.42033454]
 ...
 [-13.86401773 -10.48447134  -1.12553966 ...  -1.2224721   -1.11801561
   -0.49844291]
 [-14.06299238  -9.0922557   -0.08512708 ...  -1.47830426  -0.77531364
   -0.93306626]
 [-14.02783736 -10.24992228  -0.30185871 ...  -0.29970863   0.65467476
   -0.3900118 ]]",38,บวบ
773,"[-9.1552734e-05 -1.5258789e-05  0.0000000e+00 ...  1.5258789e-05
 -1.5258789e-05  0.0000000e+00]",22050,"[[-13.99027548 -10.14847314   0.6314994  ...   1.08740452  -0.41033647
   -0.23686005]
 [-14.10341525  -8.81646153   2.02442972 ...   1.31867274  -0.72558954
   -0.47604605]
 [-14.14555044  -9.66280911   2.01649173 ...  -0.30016229   0.11654407
   -0.42351117]
 ...
 [-14.00224664  -9.50787136   0.34829878 ...   0.67443839  -0.10602653
    0.61198212]
 [-13.81916963  -8.76886686   0.40699292 ...  -0.16560754  -0.06130798
    0.4003559 ]
 [-13.95332642  -9.05448397   1.22363502 ...   0.18626744   0.26045089
    0.59079231]]",38,บวบ
774,"[ 0.0000000e+00 -1.5258789e-05  1.5258789e-05 ...  1.5258789e-05
 -6.1035156e-05  9.1552734e-05]",22050,"[[-13.96436184 -10.39939262   2.7659795  ...   1.03025027   0.5496322
    0.05773408]
 [-14.17304352 -10.00371521   3.13623844 ...   0.15238162   0.72159848
   -0.29050572]
 [-14.19714804  -9.85520049   2.05648022 ...  -0.31663459   0.80502094
   -1.07227573]
 ...
 [-13.88033305 -12.28792299  -0.43350684 ...   2.01825586   0.55434695
    0.51137048]
 [-14.14893097 -11.78506478   0.32366361 ...   1.40812473   0.64040712
    0.31930616]
 [-14.11798972 -11.79481364   2.25360716 ...   1.64447741   1.41637928
    0.21692392]]",38,บวบ
775,"[-2.4414062e-04 -2.5939941e-04 -2.5939941e-04 ... -1.5258789e-05
  4.5776367e-05 -3.0517578e-05]",22050,"[[-13.84414122 -12.22024706  -0.78377127 ...   1.11918203   0.55743631
   -0.60240313]
 [-13.91765937 -11.63151755  -1.32909505 ...   0.5748116    1.17798322
    0.33549376]
 [-13.8323847  -11.65559714   0.4056267  ...   0.94695733   0.94102687
    0.43678322]
 ...
 [-14.06966132 -12.4072417    0.71594645 ...  -0.19927514  -0.05723898
   -0.6980426 ]
 [-13.82975721 -13.16046771  -0.3506833  ...   0.57159107   0.53406068
    0.34942619]
 [-13.78681529 -13.01516556   0.93457796 ...   1.08466868   0.22160338
   -0.09640227]]",38,บวบ
776,"[-1.3732910e-04 -1.0681152e-04 -1.5258789e-04 ... -7.6293945e-05
 -1.6784668e-04 -7.6293945e-05]",22050,"[[-13.82543629 -10.79982619   0.28856775 ...   0.22551794  -0.52961974
   -0.91976526]
 [-14.04040919  -9.21385694   2.12036975 ...  -0.43042347   0.06751574
    0.52614503]
 [-13.81484392  -9.74231327   2.11851236 ...   0.57245847   1.16874485
    1.04486654]
 ...
 [-13.94294345  -9.8486437    2.65414827 ...  -1.17708985   0.31789329
    0.78287155]
 [-14.03878205  -9.60543804   2.79189214 ...   0.61241754   1.05928207
    0.77862291]
 [-14.07070729  -9.66670986   1.23907722 ...  -0.68808279   0.10233803
   -0.92379245]]",38,บวบ
777,"[ 0.0000000e+00 -3.0517578e-05  1.5258789e-05 ... -1.8310547e-04
 -2.7465820e-04 -2.5939941e-04]",22050,"[[-1.39618176e+01 -9.85799718e+00  1.92816035e+00 ... -1.04646676e+00
  -1.08744063e+00 -1.64553113e+00]
 [-1.40838196e+01 -1.10234626e+01  1.00843276e+00 ...  9.40922110e-03
   1.08995170e-01  1.50915188e-01]
 [-1.38368404e+01 -8.99027503e+00  1.33216646e+00 ... -2.13965605e-01
  -4.18705392e-01  1.57314309e-02]
 ...
 [-1.39669384e+01 -8.76442733e+00  1.21739880e+00 ... -1.43595534e-01
  -1.45332180e-02 -4.80669113e-01]
 [-1.41439658e+01 -8.35444316e+00  1.35263854e+00 ... -9.25431020e-02
   3.63874551e-01  3.45733990e-01]
 [-1.41696696e+01 -8.61469635e+00  1.80305202e+00 ... -5.01505516e-01
  -8.47756773e-01 -3.45282718e-01]]",38,บวบ
778,"[-1.0681152e-04 -7.6293945e-05  1.5258789e-05 ... -2.2888184e-04
 -2.2888184e-04 -2.7465820e-04]",22050,"[[-13.8065913  -12.78268797  -0.48598721 ...   0.4825771    2.1445888
    1.88001894]
 [-14.17440679 -11.90513335   0.61732161 ...   2.01588338   1.96981156
    0.9574476 ]
 [-13.9005158  -10.72067417   2.21619383 ...   1.01542581   1.55603473
    0.15434764]
 ...
 [-13.91432039 -11.53707423  -0.06041377 ...  -0.3960782   -0.33367014
    0.06469234]
 [-14.12917086 -11.4417895   -0.30081382 ...  -0.11703937   1.09813225
    0.22519584]
 [-14.00267982 -11.42957803  -1.5247045  ...   0.52196423   1.19280354
    1.5484101 ]]",38,บวบ
779,"[-7.6293945e-05 -4.5776367e-05  4.5776367e-05 ...  7.6293945e-05
 -9.1552734e-05  6.1035156e-05]",22050,"[[-13.98693447 -11.63424714   0.60652591 ...   0.62872196  -1.11951995
   -0.21068255]
 [-14.10471241 -10.79723654   1.37231162 ...  -0.43294041  -1.18424751
   -0.05329859]
 [-13.90860128 -11.81911604   0.07334578 ...   0.61812621   0.43025148
    0.7056322 ]
 ...
 [-13.99509959 -12.49692021   3.0073354  ...   0.15818836  -0.0531814
    0.99213809]
 [-13.87006007 -10.91972149   1.98537363 ...  -0.08354157   1.37081449
    1.37288015]
 [-13.84120497 -12.30142777   1.9945238  ...   0.48560571   0.27147565
   -0.02437412]]",38,บวบ
780,"[-1.5258789e-04 -2.2888184e-04 -1.8310547e-04 ... -1.6784668e-04
 -9.1552734e-05 -1.3732910e-04]",22050,"[[-1.40231089e+01 -1.15755747e+01 -2.83574628e-01 ... -2.16002038e-02
   7.11837270e-01 -3.75370866e-01]
 [-1.39647257e+01 -1.21110424e+01 -1.11759992e+00 ...  3.12918188e-03
   7.29115366e-02 -7.24611447e-01]
 [-1.37263132e+01 -1.28593545e+01 -9.15351020e-01 ...  5.39535331e-02
  -9.59554626e-01  5.20005577e-01]
 ...
 [-1.39068586e+01 -1.14999913e+01  1.71390574e-01 ...  9.74773518e-01
  -2.24747206e-01  5.80105000e-01]
 [-1.37516911e+01 -1.17144180e+01 -4.10807424e-01 ... -2.31136396e-02
  -1.86439609e-01  8.19874858e-01]
 [-1.39659106e+01 -1.38141150e+01 -3.07563479e+00 ... -6.29154229e-01
  -7.39067824e-01 -1.96859031e-01]]",39,ใบชะพลู1
781,"[-1.5258789e-05  1.5258789e-05 -4.5776367e-05 ... -3.2043457e-04
 -1.6784668e-04 -2.8991699e-04]",22050,"[[-14.04651568 -11.74507222   1.80836734 ...  -0.23533745  -0.34521424
   -0.79609596]
 [-14.22251545 -11.28339172   0.72030303 ...  -0.32736245   0.15073551
    0.14677975]
 [-13.98783418  -9.68572691   3.98365482 ...  -0.38972316  -0.41064361
    0.40370375]
 ...
 [-14.16743772 -10.58254124   1.13654532 ...  -0.78120355  -0.89265506
   -1.73257754]
 [-13.94403163 -10.56083739   1.35214981 ...  -0.92941971  -0.24775933
   -1.10074495]
 [-13.89091584 -10.34263334  -0.47357545 ...  -1.00290905  -0.66440533
   -0.83910905]]",39,ใบชะพลู1
782,"[ 0.0000000e+00 -1.5258789e-05 -1.5258789e-05 ... -2.5939941e-04
 -2.1362305e-04 -2.5939941e-04]",22050,"[[-14.11357768  -9.47687782   0.79398034 ...  -1.04000467  -1.26536236
    0.01922233]
 [-14.02556356  -9.18879894  -0.67703365 ...  -0.78993953  -0.75003209
   -0.52990595]
 [-13.95076453  -9.98232897   0.24367518 ...   0.95180562   0.18246078
    0.03536815]
 ...
 [-13.61789436  -9.64373934   0.52242081 ...  -0.88540379  -1.14883922
   -0.37556028]
 [-13.88475076  -9.06988302  -0.27240211 ...   0.20062338  -0.6851256
   -0.31350076]
 [-14.02335819  -8.16639933   0.89352779 ...   0.32193251   0.69516951
   -0.25643618]]",39,ใบชะพลู1
783,"[-0.00016785 -0.00010681 -0.00010681 ... -0.00027466 -0.00024414
 -0.00030518]",22050,"[[-1.41579482e+01 -9.89062759e+00 -3.52326503e-01 ... -3.27597113e-01
   8.37742307e-01  1.19624296e+00]
 [-1.39336800e+01 -8.15601965e+00  1.42263020e+00 ...  3.34646769e-01
   1.17380184e-01  4.29702068e-01]
 [-1.38164043e+01 -8.94956300e+00  3.75915254e-01 ...  4.42461026e-01
  -1.21099135e+00 -1.02924150e+00]
 ...
 [-1.35658056e+01 -9.83158045e+00  1.50343577e+00 ...  6.48585499e-02
  -1.31621601e-01  2.76771282e-01]
 [-1.36932218e+01 -1.01644536e+01 -5.65817534e-01 ...  4.09475953e-03
  -6.58746359e-01 -1.82465286e-01]
 [-1.38796546e+01 -9.51983728e+00  1.24777520e+00 ... -7.18628226e-01
   9.44764029e-02 -3.56417419e-01]]",39,ใบชะพลู1
784,"[-1.5258789e-05  0.0000000e+00  3.0517578e-05 ... -2.8991699e-04
 -1.8310547e-04 -3.0517578e-04]",22050,"[[-13.69311824 -12.18425863  -2.58845196 ...   0.70447213   0.49817876
    1.07852016]
 [-14.14289003 -10.67459586  -0.84733578 ...   1.09967716   0.54684906
    0.51978883]
 [-13.79219156 -10.50733304  -0.30546864 ...   0.62720468  -0.7031782
   -0.76010465]
 ...
 [-13.88270145 -12.55947456   1.08176867 ...   0.47657629   0.84453649
    0.30062594]
 [-14.02462762 -11.56639249   1.59221742 ...  -0.31683255   1.47182175
    0.39252175]
 [-14.51766629 -11.31073483   0.51191309 ...  -0.18648599   1.12148526
    0.90668137]]",39,ใบชะพลู1
785,"[-2.2888184e-04 -2.8991699e-04 -2.1362305e-04 ... -7.6293945e-05
 -2.4414062e-04  9.1552734e-05]",22050,"[[-14.01371389 -10.51895002  -1.02636885 ...  -0.1270358   -0.37954347
   -1.08362493]
 [-13.78143727  -9.9422375   -0.80293702 ...  -0.12786251   0.80555969
   -0.92890132]
 [-13.84843    -10.37442524  -0.52908994 ...  -0.1049316    1.4808215
    0.13653839]
 ...
 [-14.10914509 -10.28348478  -0.5130041  ...   0.88325391   0.54658251
   -0.17498983]
 [-14.0328003  -12.40292881   0.34611606 ...   0.86730732   0.14654982
   -0.71578653]
 [-13.88488776 -12.68766804   0.0290238  ...   0.99200554  -0.16630556
   -0.45580699]]",39,ใบชะพลู1
786,"[-1.2207031e-04 -1.3732910e-04 -9.1552734e-05 ... -1.6784668e-04
 -1.6784668e-04 -1.8310547e-04]",22050,"[[-13.92179483 -14.90344026   1.10706322 ...   0.55518979   1.28997017
   -0.04892634]
 [-13.89732924 -13.38367597  -0.78237851 ...   1.37178313   1.12757771
    1.1875663 ]
 [-13.96929097 -13.41109387  -1.81572378 ...  -0.45332477  -0.11376773
    0.35847627]
 ...
 [-14.13745349 -10.544837     3.72988087 ...  -0.08892734  -0.13183208
    0.32900329]
 [-14.15815063 -11.11058676   2.02049221 ...  -0.17195417  -1.0718473
    0.40194635]
 [-14.04013338 -10.98024533   0.15367791 ...  -0.37676262  -0.98371204
   -0.8652286 ]]",39,ใบชะพลู1
787,"[-0.00024414 -0.00018311 -0.00015259 ... -0.00010681 -0.00013733
 -0.00010681]",22050,"[[-13.97467737 -11.15607734   2.36045276 ...   0.66037366   1.49015459
    0.9692919 ]
 [-13.88177493 -11.44986091   2.00556063 ...   0.68242379   0.72957962
    1.57396924]
 [-13.90151077 -11.01163529   2.43422874 ...  -0.83198672  -0.78276057
    0.15497622]
 ...
 [-14.2520975   -9.7644757    0.80542696 ...   0.04690042   0.10766756
   -0.04194573]
 [-14.08046549 -10.29114348  -0.57828205 ...   0.61868997   1.06587792
    0.23608977]
 [-14.17801268  -8.20302065   0.58104132 ...   0.40625852   1.08474303
   -0.47515782]]",39,ใบชะพลู1
788,"[-0.00024414 -0.0002594  -0.00021362 ... -0.00021362 -0.00024414
 -0.00021362]",22050,"[[-1.39764537e+01 -1.07105408e+01  8.97967248e-01 ...  8.92570519e-02
   8.15353654e-01 -2.79518021e-01]
 [-1.39849273e+01 -9.35021284e+00  1.46016529e+00 ...  9.13130804e-01
   1.26282080e+00  1.15375387e+00]
 [-1.40633991e+01 -8.58180043e+00  2.99947444e+00 ... -3.57309971e-01
  -3.37123021e-01  6.41552717e-01]
 ...
 [-1.39787878e+01 -9.60004357e+00  1.84562554e+00 ...  7.59093240e-01
  -5.82201278e-01 -8.40427203e-01]
 [-1.39286908e+01 -9.93745510e+00  5.26984423e-01 ... -1.47118670e+00
  -7.45284919e-01 -6.55762067e-01]
 [-1.42270197e+01 -7.97656085e+00  7.58225572e-01 ... -1.22128082e-01
   3.56372420e-03 -6.94899716e-01]]",39,ใบชะพลู1
789,"[-0.00022888 -0.00021362 -0.00012207 ... -0.00035095 -0.00015259
 -0.00033569]",22050,"[[-1.37724105e+01 -1.21107275e+01  1.33358835e+00 ...  1.15334266e+00
   1.02645164e+00  3.69997337e-01]
 [-1.38013550e+01 -1.21496554e+01  1.81365874e+00 ...  1.23112368e+00
   1.20177175e+00  9.20734422e-01]
 [-1.39341969e+01 -1.07350989e+01  7.67937953e-01 ...  1.19332720e-01
  -9.30946206e-02  5.40120617e-01]
 ...
 [-1.39096579e+01 -1.19395153e+01 -7.30373759e-01 ... -2.47431152e-02
   7.76375984e-02  1.48603796e-01]
 [-1.39689122e+01 -1.19802369e+01 -1.05027264e+00 ... -1.30841939e+00
  -4.96109332e-01 -6.88937824e-01]
 [-1.39091396e+01 -1.11802615e+01  4.77808714e-01 ... -8.27858964e-02
  -6.59650863e-03  6.96146198e-02]]",39,ใบชะพลู1
790,"[-2.2888184e-04 -1.0681152e-04 -4.5776367e-05 ... -2.5939941e-04
 -2.5939941e-04 -1.8310547e-04]",22050,"[[-14.10280745  -9.57687639   1.45149156 ...   0.58242296   1.58154912
    0.50367575]
 [-13.92792336 -10.52067655   1.36675247 ...   0.56683057   1.2912274
   -0.12422144]
 [-14.0257007  -10.0378792    1.21454947 ...   0.87284808   0.61664961
   -0.03873938]
 ...
 [-14.10489454  -8.62744467   2.55275867 ...   1.0686187    1.80475688
    0.63096329]
 [-14.01715207 -10.46778151   2.52211785 ...   0.41675184   1.17929464
    1.04035714]
 [-14.11422925 -10.5299993    1.51435764 ...   1.17214926   1.50950934
    1.25202844]]",39,ใบชะพลู1
791,"[-0.00024414 -0.00024414 -0.0002594  ... -0.00022888 -0.00016785
 -0.00012207]",22050,"[[-13.87304047 -10.63853842   0.49479015 ...   0.14936914   0.78595951
   -0.05550947]
 [-13.77986831 -10.81507573   0.82300777 ...   0.29985378   0.49811653
    0.2034437 ]
 [-14.02650441  -9.06628861   1.54403555 ...   0.49413758   0.75774493
   -0.34505648]
 ...
 [-13.95626974  -9.33241211   0.94452015 ...  -0.91277038  -1.05546773
   -0.54875275]
 [-14.124868    -8.89674542   1.49720659 ...  -0.75059838  -0.52740318
   -1.13895408]
 [-14.28719755  -9.81205886   1.11213214 ...  -1.2833769    0.19328346
   -0.37527456]]",39,ใบชะพลู1
792,"[ 0.0000000e+00 -1.5258789e-05  3.0517578e-05 ...  1.5258789e-05
  3.0517578e-05 -7.6293945e-05]",22050,"[[-1.38385165e+01 -1.29457490e+01  5.99411038e-01 ...  5.41064868e-02
   4.22472555e-01 -8.28472843e-02]
 [-1.38501032e+01 -1.40814273e+01 -1.62277038e+00 ... -1.70655201e+00
  -7.90422967e-01  9.15630601e-02]
 [-1.40553733e+01 -1.26320474e+01 -1.13145590e-02 ...  1.37092213e-01
   2.48953520e-01  6.05903946e-01]
 ...
 [-1.39723571e+01 -1.12218407e+01 -9.85372553e-01 ...  6.10706205e-02
  -3.57573209e-01  4.02088452e-01]
 [-1.39703012e+01 -1.18626162e+01 -1.25757600e+00 ...  2.26895306e-01
   6.15238475e-01  1.58102626e-01]
 [-1.40399768e+01 -9.67743633e+00 -3.94585921e-01 ... -6.46963063e-01
   6.12993001e-01 -1.94526524e-01]]",39,ใบชะพลู1
793,"[ 0.0000000e+00 -3.0517578e-05  0.0000000e+00 ... -6.1035156e-05
 -4.5776367e-05 -1.3732910e-04]",22050,"[[-13.87459263 -10.05263245   0.60110243 ...   0.45821612   0.6750246
    1.26432028]
 [-13.72205378 -11.31023956  -0.76104899 ...   0.50875859   0.09013999
    0.69407821]
 [-13.70737563 -10.59364328  -0.42550937 ...   1.94368699   2.39603214
    1.88412302]
 ...
 [-13.89656058  -9.30479912   0.21180849 ...  -0.59565826   0.19138985
   -0.62828982]
 [-14.00745341  -9.60507278  -0.60274632 ...  -0.29839764  -0.82896866
   -0.78991892]
 [-14.04732802  -9.44007439   0.54182317 ...  -0.2499796   -1.60128302
   -1.01062252]]",39,ใบชะพลู1
794,"[-2.4414062e-04 -2.5939941e-04 -1.9836426e-04 ... -6.1035156e-05
 -7.6293945e-05 -1.2207031e-04]",22050,"[[-1.38791801e+01 -9.20463932e+00  1.11975615e+00 ... -3.44583087e-01
  -7.76719803e-02 -5.59054512e-01]
 [-1.39028768e+01 -1.00577700e+01  2.80445458e+00 ...  4.68588411e-01
   1.09111488e+00  1.72520436e-01]
 [-1.38263924e+01 -1.12596267e+01  1.83734446e+00 ...  7.59827139e-01
   1.28416922e+00  4.92658906e-01]
 ...
 [-1.40874788e+01 -1.04270762e+01  2.49396207e+00 ...  2.08681441e-02
   2.94905312e-01 -1.70745555e-01]
 [-1.40414464e+01 -1.05374321e+01  1.57753440e+00 ...  1.42716472e-01
  -8.83238330e-02 -7.95561266e-01]
 [-1.40990702e+01 -1.02820081e+01  1.07253777e+00 ...  2.73837917e-01
  -3.28768696e-03 -9.32898863e-01]]",39,ใบชะพลู1
795,"[ 0.0000000e+00 -1.5258789e-05 -1.5258789e-05 ...  9.1552734e-05
 -9.1552734e-05 -1.5258789e-05]",22050,"[[-13.85650755 -11.50207538  -0.8252969  ...  -0.45910235   0.35687445
    0.83157994]
 [-13.59645745 -12.59057158  -1.04176371 ...  -0.60834043  -0.98231777
    0.46915191]
 [-13.69346979 -12.63278565  -1.90473129 ...   0.2188188   -0.17665577
    0.67966015]
 ...
 [-13.72445613 -11.73904193  -0.02569491 ...   0.19144903   0.02118214
    0.28986138]
 [-14.08635864 -10.51310443   3.02847984 ...   0.02266649   0.28220844
   -0.38910741]
 [-14.14203635 -11.99672874   3.01296623 ...   1.04285543   0.62182636
   -0.87176487]]",39,ใบชะพลู1
796,"[-2.5939941e-04 -2.2888184e-04 -2.5939941e-04 ...  6.1035156e-05
 -9.1552734e-05  1.0681152e-04]",22050,"[[-1.37648617e+01 -1.32316793e+01 -9.53714665e-01 ... -4.87944936e-01
  -1.39466264e+00 -8.15303984e-01]
 [-1.37698577e+01 -1.33288095e+01 -5.60767241e-01 ... -7.59346711e-02
  -4.38161779e-01 -2.39269428e-01]
 [-1.37450594e+01 -1.23175293e+01 -6.65147504e-02 ...  7.44456989e-01
   1.15756450e+00  1.17523053e+00]
 ...
 [-1.37983237e+01 -1.06126285e+01  4.60045419e+00 ...  8.26712109e-03
  -4.85780154e-01  5.76474645e-02]
 [-1.41321520e+01 -1.20164328e+01  2.87910538e+00 ...  8.85401154e-02
  -9.11756051e-02 -5.99254897e-01]
 [-1.38552317e+01 -1.20858813e+01  1.53244652e+00 ... -4.46630383e-01
  -1.31262735e+00 -1.06807770e+00]]",39,ใบชะพลู1
797,"[ 0.0000000e+00 -1.5258789e-05 -3.0517578e-05 ... -1.3732910e-04
 -1.6784668e-04 -2.1362305e-04]",22050,"[[-14.0703927  -10.22623842  -0.74663095 ...   0.01871111  -0.26769364
    0.57984206]
 [-13.92690014 -10.28424962   0.54539569 ...  -0.50584151   0.11997335
   -0.31478838]
 [-13.86962817  -9.70077334   0.30476069 ...  -0.21763063  -0.3125506
   -0.4430916 ]
 ...
 [-13.69229098 -10.81363031  -1.01982809 ...   1.14210879   2.22810406
    2.59988853]
 [-13.62933441 -10.26210572   0.02212046 ...   0.23111871   1.81350369
    1.69498584]
 [-13.83139654  -8.41289662   0.55572756 ...  -0.9256287   -0.35926432
    0.6524226 ]]",39,ใบชะพลู1
798,"[ 0.0000000e+00  0.0000000e+00 -3.0517578e-05 ... -1.0681152e-04
 -1.8310547e-04 -2.8991699e-04]",22050,"[[-1.38937845e+01 -1.09827186e+01 -9.99131494e-01 ...  1.56748013e+00
   5.64904830e-01  1.02838115e+00]
 [-1.37155108e+01 -1.23046772e+01 -1.26955498e+00 ...  8.73767161e-01
   6.16280549e-02  5.99513237e-01]
 [-1.37126207e+01 -1.27660012e+01 -7.06116614e-01 ... -1.99092289e-02
  -1.83606960e-01  4.67142182e-01]
 ...
 [-1.38204537e+01 -1.02928968e+01  4.70826095e-01 ...  6.79795480e-01
  -2.43180786e-02 -2.49680568e-01]
 [-1.38939134e+01 -1.12507819e+01 -1.64088147e+00 ... -1.34448221e-01
   9.37893637e-03 -1.63500362e-01]
 [-1.37697421e+01 -1.14857602e+01 -2.37498665e-01 ...  1.23184760e+00
   1.53315926e+00  3.82013455e-01]]",39,ใบชะพลู1
799,"[-6.1035156e-05 -9.1552734e-05 -1.5258789e-04 ... -4.5776367e-05
 -1.9836426e-04 -1.0681152e-04]",22050,"[[-1.40960892e+01 -1.22969617e+01 -4.84218199e-01 ... -9.25912945e-01
  -7.76662040e-01 -6.82037745e-01]
 [-1.37852738e+01 -1.29638764e+01  3.46017252e-01 ...  2.23256782e-01
  -9.03191467e-01 -7.94571244e-02]
 [-1.38376752e+01 -1.37097279e+01  1.04585692e-01 ... -9.90465038e-03
   5.11236006e-01  2.04854675e-01]
 ...
 [-1.39860691e+01 -1.29472326e+01  1.14929438e+00 ...  1.44263088e+00
   1.96765625e+00  6.29557328e-01]
 [-1.42178456e+01 -1.13029369e+01  3.66220835e-01 ...  7.67843931e-01
   1.07570166e+00  5.04999053e-01]
 [-1.40155038e+01 -1.19842654e+01 -2.17896889e+00 ... -4.84719270e-01
  -6.20745136e-01  5.65462223e-01]]",39,ใบชะพลู1
800,"[-1.5258789e-05 -1.5258789e-05  1.5258789e-05 ... -1.5258789e-05
 -1.3732910e-04 -7.6293945e-05]",22050,"[[-14.16537037 -11.21342846   1.47321714 ...   0.06019285  -0.123332
   -0.36172438]
 [-13.75424046 -14.79232618  -0.28020383 ...   0.98323032  -0.39295244
    0.99475249]
 [-13.76297994 -13.49079353   0.51225132 ...   1.6430006    0.85233178
   -0.16958283]
 ...
 [-13.9254581  -12.01776739  -0.98057392 ...   1.19336608   0.86907229
    0.25276641]
 [-14.03173969 -10.54447298  -0.16094164 ...   0.73266806   0.12311524
   -0.11340696]
 [-13.94266316 -12.7480587   -2.39692585 ...   0.77545014  -0.62109244
   -0.28212634]]",40,ใบชะพลู2
801,"[ 0.0000000e+00 -1.5258789e-05  1.5258789e-05 ... -2.8991699e-04
 -2.1362305e-04 -2.5939941e-04]",22050,"[[-14.00842265  -9.75409156   0.75059281 ...  -1.17421095  -2.81997489
   -0.71579733]
 [-13.94761092  -8.79497931   2.06611072 ...  -0.74227504  -0.61406675
    0.19385968]
 [-14.09199331  -9.48354935  -0.38091402 ...  -0.54290613  -0.538823
   -0.06791705]
 ...
 [-14.28364484  -9.84341665   1.20414808 ...  -1.41793525  -0.17468238
   -1.21706889]
 [-14.38898791 -10.10202134   2.05609425 ...  -0.38839973   0.10069904
   -0.50245579]
 [-14.1143585   -8.94429063   2.48077649 ...  -0.34187683  -0.11580021
   -0.72528514]]",40,ใบชะพลู2
802,"[-1.0681152e-04 -1.5258789e-05 -1.0681152e-04 ... -1.9836426e-04
 -4.5776367e-05 -1.9836426e-04]",22050,"[[-13.97136457  -9.65501917   1.20551052 ...   1.28315631   1.02246733
    0.5954023 ]
 [-14.11060352  -9.63330719   1.93746056 ...  -0.43060684   0.09023884
   -0.53663987]
 [-13.96129514  -9.75675581   0.5432553  ...  -0.65592436  -0.73423142
   -1.24393786]
 ...
 [-14.09534568 -10.03688779   2.07045111 ...   0.33578228   0.19611332
   -0.70997875]
 [-13.85366083  -9.16375045   2.82546599 ...  -0.28466448  -0.57339349
   -0.72186843]
 [-13.97265242  -9.07657126   2.22022373 ...  -1.30598991  -1.17676627
   -0.17791538]]",40,ใบชะพลู2
803,"[-1.2207031e-04 -1.3732910e-04 -1.0681152e-04 ... -1.6784668e-04
 -9.1552734e-05 -1.0681152e-04]",22050,"[[-1.37558652e+01 -1.02695091e+01  4.26770817e+00 ...  1.53123973e+00
   1.15809117e+00 -6.35733611e-02]
 [-1.40159292e+01 -1.02319278e+01  1.30684682e+00 ...  1.67954908e+00
   1.18851059e+00  4.11165740e-01]
 [-1.39292198e+01 -9.97697574e+00  2.27592853e+00 ...  6.57536174e-01
   4.73638679e-01 -1.00777774e-01]
 ...
 [-1.40051588e+01 -9.45480213e+00  3.25875763e-01 ...  1.19611469e+00
   2.33396117e-01  4.95409211e-01]
 [-1.41092098e+01 -9.45328584e+00  4.18323833e-01 ...  1.29899517e+00
   1.08204226e+00  1.00931952e+00]
 [-1.39802447e+01 -1.06645564e+01 -1.80352712e-01 ...  1.10428881e-01
  -1.07062217e-02 -5.69633629e-01]]",40,ใบชะพลู2
804,"[ 0.0000000e+00 -1.5258789e-05  3.0517578e-05 ... -2.2888184e-04
 -2.4414062e-04 -2.5939941e-04]",22050,"[[-14.18712943 -13.24781895   2.11470131 ...   1.20535115   0.57355296
    0.71853792]
 [-14.19224454 -11.09598769   1.75253754 ...   1.14282198   0.56676275
    0.03204351]
 [-14.29283354 -11.46766628   1.91695172 ...   0.80491837   0.9141424
    0.39649929]
 ...
 [-13.90817157 -13.13270059  -0.13131974 ...  -1.57385828  -0.79530212
   -0.97277338]
 [-14.08157032 -10.98183591   3.41194513 ...  -0.08002993   1.13078081
   -0.39957596]
 [-14.06398773  -9.87091791   3.47117578 ...   0.1687352    1.06190777
   -0.51638098]]",40,ใบชะพลู2
805,"[-2.4414062e-04 -2.5939941e-04 -2.2888184e-04 ...  9.1552734e-05
 -7.6293945e-05  4.5776367e-05]",22050,"[[-14.04140684 -10.38346891   3.62299014 ...   1.3291967    1.10691294
    0.5598825 ]
 [-13.95413165 -10.1892137    2.86794006 ...   0.5875052    0.91553948
   -0.20095028]
 [-13.98487426 -10.90404555   2.40586926 ...   0.33160314   1.25962635
    0.36815137]
 ...
 [-14.02464326  -8.3774219    1.47210417 ...   0.34879532  -0.04682192
    0.22957772]
 [-13.93756568  -9.71649346   0.22195664 ...   0.9812463    1.03168681
    0.23885523]
 [-13.7856418   -9.62794402   0.2010664  ...  -0.4865904    0.05966655
    0.23026125]]",40,ใบชะพลู2
